EpochTime,BuffWarning,status,Resolution
1533511955770,1,3,2
1533511955872,1,3,2
1533511955971,1,3,2
1533511956075,1,3,2
1533511956178,1,3,2
1533511956278,1,3,2
1533511956378,1,3,2
1533511956471,1,3,2
1533511956574,1,3,2
1533511956678,1,3,2
1533511956777,1,3,2
1533511956880,1,3,2
1533511956972,1,3,2
1533511957072,1,3,2
1533511957170,1,3,2
1533511957273,1,3,2
1533511957379,1,3,2
1533511957471,1,3,2
1533511957570,1,3,2
1533511957678,1,3,2
1533511957772,1,3,2
1533511957878,1,3,2
1533511957972,1,3,2
1533511958071,1,3,2
1533511958173,1,3,2
1533511958273,1,3,2
1533511958374,1,3,2
1533511958475,1,3,2
1533511958572,1,3,2
1533511958675,1,3,2
1533511958777,0,3,2
1533511958878,0,3,2
1533511958974,0,3,2
1533511959075,0,3,2
1533511959179,0,3,2
1533511959279,0,3,2
1533511959372,0,3,2
1533511959471,0,3,2
1533511959571,0,3,2
1533511959673,0,3,2
1533511959772,0,3,2
1533511959873,0,3,2
1533511959975,0,3,2
1533511960071,0,3,2
1533511960171,0,3,2
1533511960275,0,3,2
1533511960380,0,3,2
1533511960470,0,3,2
1533511960572,0,3,2
1533511960680,0,3,2
1533511960770,0,3,2
1533511960877,0,3,2
1533511960972,0,3,2
1533511961072,0,3,2
1533511961173,0,3,2
1533511961274,0,3,2
1533511961372,0,3,2
1533511961472,0,3,2
1533511961573,0,3,2
1533511961670,0,3,2
1533511961775,0,3,2
1533511961880,0,3,2
1533511961975,0,3,2
1533511962074,0,3,2
1533511962178,0,3,2
1533511962274,0,3,2
1533511962379,0,3,2
1533511962474,0,3,2
1533511962576,0,3,2
1533511962677,0,3,2
1533511962777,0,3,2
1533511962878,0,3,2
1533511962972,0,3,2
1533511963073,0,3,2
1533511963180,0,3,2
1533511963281,0,3,2
1533511963380,0,3,2
1533511963475,0,3,2
1533511963570,0,3,2
1533511963680,0,3,2
1533511963771,0,3,2
1533511963876,0,3,2
1533511963971,0,3,2
1533511964073,0,3,2
1533511964177,0,3,2
1533511964272,0,3,2
1533511964370,0,3,2
1533511964473,0,3,2
1533511964572,0,3,2
1533511964677,0,3,2
1533511964778,0,3,2
1533511964880,0,3,2
1533511964975,0,3,2
1533511965070,0,3,2
1533511965180,0,3,2
1533511965273,0,3,2
1533511965374,0,3,2
1533511965474,0,3,2
1533511965571,0,3,2
1533511965677,0,3,2
1533511965781,0,3,2
1533511965880,0,3,2
1533511965971,0,3,2
1533511966075,0,3,2
1533511966175,0,3,2
1533511966271,0,3,2
1533511966379,0,3,2
1533511966472,0,3,2
1533511966572,0,3,2
1533511966679,0,3,2
1533511966779,0,3,2
1533511966871,0,3,2
1533511966971,0,3,2
1533511967077,0,3,2
1533511967176,0,3,2
1533511967274,0,3,2
1533511967371,0,3,2
1533511967472,0,3,2
1533511967572,0,3,2
1533511967673,0,3,2
1533511967773,0,3,2
1533511967880,0,3,2
1533511967973,0,3,2
1533511968072,0,3,2
1533511968180,0,3,2
1533511968276,0,3,2
1533511968375,0,3,2
1533511968474,0,3,2
1533511968575,0,3,2
1533511968675,0,3,2
1533511968775,0,3,2
1533511968876,0,3,2
1533511968976,0,3,2
1533511969075,0,3,2
1533511969174,0,3,2
1533511969276,0,3,2
1533511969380,0,3,2
1533511969475,0,3,2
1533511969575,0,3,2
1533511969678,0,3,2
1533511969779,0,3,2
1533511969876,0,3,2
1533511969971,0,3,2
1533511970069,0,3,2
1533511970178,0,3,2
1533511970281,0,3,2
1533511970377,0,3,2
1533511970474,0,3,2
1533511970571,0,3,2
1533511970679,0,3,2
1533511970774,0,3,2
1533511970879,0,3,2
1533511970977,0,3,2
1533511971074,0,3,2
1533511971179,0,3,2
1533511971270,0,3,2
1533511971375,0,3,2
1533511971477,0,3,2
1533511971575,0,3,2
1533511971678,0,3,2
1533511971772,0,3,2
1533511971880,0,3,2
1533511971978,0,3,2
1533511972072,0,3,2
1533511972176,0,3,2
1533511972274,0,3,2
1533511972380,0,3,2
1533511972470,0,3,2
1533511972571,0,3,2
1533511972680,0,3,2
1533511972778,0,3,2
1533511972870,0,3,2
1533511972971,0,3,2
1533511973071,0,3,2
1533511973172,0,3,2
1533511973272,0,3,2
1533511973372,0,3,2
1533511973472,0,3,2
1533511973572,0,3,2
1533511973671,0,3,2
1533511973778,0,3,2
1533511973879,0,3,2
1533511973971,0,3,2
1533511974073,0,3,2
1533511974178,0,3,2
1533511974275,0,3,2
1533511974374,0,3,2
1533511974474,0,3,2
1533511974574,0,3,2
1533511974673,0,3,2
1533511974774,0,3,2
1533511974873,0,3,2
1533511974976,0,3,2
1533511975070,0,3,2
1533511975173,0,3,2
1533511975277,0,3,2
1533511975378,0,3,2
1533511975475,0,3,2
1533511975576,0,3,2
1533511975678,0,3,2
1533511975778,0,3,2
1533511975878,0,3,2
1533511975977,0,3,2
1533511976070,0,3,2
1533511976178,0,3,2
1533511976278,0,3,2
1533511976376,0,3,2
1533511976471,0,3,2
1533511976573,0,3,2
1533511976679,0,3,2
1533511976780,0,3,2
1533511976880,0,3,2
1533511976970,0,3,2
1533511977073,0,3,2
1533511977179,0,3,2
1533511977274,0,3,2
1533511977380,0,3,2
1533511977473,0,3,2
1533511977574,0,3,2
1533511977670,0,3,2
1533511977778,0,3,2
1533511977877,0,3,2
1533511977969,0,3,2
1533511978073,0,3,2
1533511978179,0,3,2
1533511978273,0,3,2
1533511978378,0,3,2
1533511978476,0,3,2
1533511978570,0,3,2
1533511978680,0,3,2
1533511978771,0,3,2
1533511978875,0,3,2
1533511978973,0,3,2
1533511979071,0,3,2
1533511979174,0,3,2
1533511979277,0,3,2
1533511979378,0,3,2
1533511979471,0,3,2
1533511979574,0,3,2
1533511979675,0,3,2
1533511979775,0,3,2
1533511979880,0,3,2
1533511979977,0,3,2
1533511980070,0,3,2
1533511980179,0,3,2
1533511980271,0,3,2
1533511980372,0,3,2
1533511980470,0,3,2
1533511980573,0,3,2
1533511980672,0,3,2
1533511980772,0,3,2
1533511980870,0,3,2
1533511980971,0,3,2
1533511981072,0,3,2
1533511981174,0,3,2
1533511981274,0,3,2
1533511981379,0,3,2
1533511981473,0,3,2
1533511981574,0,3,2
1533511981679,0,3,2
1533511981775,0,3,2
1533511981874,0,3,2
1533511981974,0,3,2
1533511982075,0,3,2
1533511982173,0,3,2
1533511982277,0,3,2
1533511982375,0,3,2
1533511982475,0,3,2
1533511982575,0,3,2
1533511982676,0,3,2
1533511982778,0,3,2
1533511982880,0,3,2
1533511982973,0,3,2
1533511983074,0,3,2
1533511983179,0,3,2
1533511983280,0,3,2
1533511983378,0,3,2
