EpochTime,BuffWarning,status,Resolution
1521152537974,1,3,2
1521152538075,1,3,2
1521152538175,1,3,2
1521152538279,1,3,2
1521152538381,1,3,2
1521152538475,1,3,2
1521152538581,1,3,2
1521152538679,1,3,2
1521152538775,1,3,2
1521152538875,1,3,2
1521152538984,1,3,2
1521152539074,1,3,2
1521152539174,1,3,2
1521152539278,1,3,2
1521152539375,1,3,2
1521152539481,1,3,2
1521152539577,1,3,2
1521152539676,1,3,2
1521152539774,1,3,2
1521152539881,1,3,2
1521152539975,1,3,2
1521152540075,1,3,2
1521152540175,1,3,2
1521152540276,1,3,2
1521152540377,1,3,2
1521152540477,1,3,2
1521152540578,1,3,2
1521152540674,1,3,2
1521152540775,1,3,2
1521152540880,1,3,2
1521152540984,1,3,2
1521152541083,1,3,2
1521152541174,1,3,2
1521152541275,1,3,2
1521152541374,1,3,2
1521152541475,1,3,2
1521152541576,1,3,2
1521152541677,1,3,2
1521152541777,1,3,2
1521152541874,1,3,2
1521152541982,1,3,2
1521152542074,1,3,2
1521152542177,1,3,2
1521152542278,1,3,2
1521152542378,1,3,2
1521152542477,1,3,2
1521152542574,1,3,2
1521152542678,1,3,2
1521152542774,0,3,2
1521152542876,0,3,2
1521152542978,0,3,2
1521152543076,0,3,2
1521152543174,0,3,2
1521152543275,0,3,2
1521152543376,0,3,2
1521152543478,0,3,2
1521152543578,0,3,2
1521152543676,0,3,2
1521152543776,0,3,2
1521152543875,0,3,2
1521152543975,0,3,2
1521152544077,0,3,2
1521152544176,0,3,2
1521152544276,0,3,2
1521152544376,0,3,2
1521152544476,0,3,2
1521152544576,0,3,2
1521152544676,0,3,2
1521152544775,0,3,2
1521152544876,0,3,2
1521152544976,0,3,2
1521152545076,0,3,2
1521152545175,0,3,2
1521152545275,0,3,2
1521152545376,0,3,2
1521152545476,0,3,2
1521152545574,0,3,2
1521152545675,0,3,2
1521152545775,0,3,2
1521152545875,0,3,2
1521152545975,0,3,2
1521152546076,0,3,2
1521152546174,0,3,2
1521152546275,0,3,2
1521152546374,0,3,2
1521152546475,0,3,2
1521152546574,0,3,2
1521152546677,0,3,2
1521152546773,0,3,2
1521152546874,0,3,2
1521152546974,0,3,2
1521152547074,0,3,2
1521152547174,0,3,2
1521152547274,0,3,2
1521152547374,0,3,2
1521152547475,0,3,2
1521152547575,0,3,2
1521152547676,0,3,2
1521152547777,0,3,2
1521152547875,0,3,2
1521152547975,0,3,2
1521152548076,0,3,2
1521152548175,0,3,2
1521152548275,0,3,2
1521152548374,0,3,2
1521152548476,0,3,2
1521152548576,0,3,2
1521152548675,0,3,2
1521152548776,0,3,2
1521152548874,0,3,2
1521152548978,0,3,2
1521152549076,0,3,2
1521152549177,0,3,2
1521152549278,0,3,2
1521152549378,0,3,2
1521152549479,0,3,2
1521152549576,0,3,2
1521152549679,0,3,2
1521152549779,0,3,2
1521152549878,0,3,2
1521152549977,0,3,2
1521152550074,0,3,2
1521152550180,0,3,2
1521152550280,0,3,2
1521152550374,0,3,2
1521152550480,0,3,2
1521152550574,0,3,2
1521152550678,0,3,2
1521152550776,0,3,2
1521152550876,0,3,2
1521152550974,0,3,2
1521152551073,0,3,2
1521152551174,0,3,2
1521152551276,0,3,2
1521152551375,0,3,2
1521152551477,0,3,2
1521152551579,0,3,2
1521152551674,0,3,2
1521152551774,0,3,2
1521152551875,0,3,2
1521152551983,0,3,2
1521152552073,0,3,2
1521152552175,0,3,2
1521152552275,0,3,2
1521152552374,0,3,2
1521152552480,0,3,2
1521152552581,0,3,2
1521152552680,0,3,2
1521152552773,0,3,2
1521152552874,0,3,2
1521152552977,0,3,2
1521152553074,0,3,2
1521152553178,0,3,2
1521152553279,0,3,2
1521152553381,0,3,2
1521152553483,0,3,2
1521152553581,0,3,2
1521152553681,0,3,2
